tax_id	GeneID	LocusTag	Ensembl	description	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations		Metabolic?
9606	42252	CDCREL|CDCREL-1|CDCREL1|H5|HCDCREL-1|PNUTL1	ENSG00000184702	septin 5	42252	septin 5	O	cell division control related protein 1|peanut-like 1|platelet glycoprotein Ib beta chain	20150705	
9606	CLDN6	-	ENSG00000184697	claudin 6	CLDN6	claudin 6	O	skullin	20150705	
9606	PRR33	C11orf89	ENSG00000184682	proline rich 33	PRR33	proline rich 33	O	-	20150616	
9606	HIST2H2BE	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	ENSG00000184678	"histone cluster 2, H2be"	HIST2H2BE	"histone cluster 2, H2be"	O	"H2B histone family, member Q|histone 2, H2be|histone H2B-GL105|histone H2B.q"	20150705	
9606	RALYL	HNRPCL3	ENSG00000184672	RALY RNA binding protein-like	RALYL	RALY RNA binding protein-like	O	heterogeneous nuclear ribonucleoprotein C-like 3|hnRNP core protein C-like 3	20150705	
9606	CDCA2	PPP1R81|Repo-Man	ENSG00000184661	cell division cycle associated 2	CDCA2	cell division cycle associated 2	O	"protein phosphatase 1 [gamma] (PPP1R3A) binding protein Repo-Man|protein phosphatase 1, regulatory subunit 81|recruits PP1 onto mitotic chromatin at anaphase protein"	20150705	
9606	ODF4	CT134|CT136|OPPO1	ENSG00000184650	outer dense fiber of sperm tails 4	ODF4	outer dense fiber of sperm tails 4	O	cancer/testis antigen 134|cancer/testis antigen 136|hOPPO1|outer dense fiber 4|outer dense fiber of sperm tails protein 4|testis-specific protein oppo 1	20150705	
9606	42256	AF17q25|MSF|MSF1|NAPB|PNUTL4|SINT1|SeptD1	ENSG00000184640	septin 9	42256	septin 9	O	MLL septin-like fusion protein MSF-A|Ov/Br septin|ovarian/breast septin|septin D1	20150705	
9606	ZNF93	HPF34|HTF34|TF34|ZNF505	ENSG00000184635	zinc finger protein 93	ZNF93	zinc finger protein 93	O	zinc finger protein 505|zinc finger protein HTF34	20150704	
9606	MED12	ARC240|CAGH45|FGS1|HOPA|MED12S|OHDOX|OKS|OPA1|TNRC11|TRAP230	ENSG00000184634	mediator complex subunit 12	MED12	mediator complex subunit 12	O	"CAG repeat protein 45|OPA-containing protein|activator-recruited cofactor 240 kDa component|human opposite paired|mediator of RNA polymerase II transcription, subunit 12 homolog|putative mediator subunit 12|thyroid hormone receptor-associated protein complex 230 kDa component|thyroid hormone receptor-associated protein, 230 kDa subunit|trinucleotide repeat containing 11 (THR-associated protein, 230 kDa subunit)|trinucleotide repeat-containing gene 11 protein"	20150705	
9606	NELL2	NRP2	ENSG00000184613	neural EGFL like 2	NELL2	neural EGFL like 2	O	NEL-like protein 2|NEL-related protein 2|neural epidermal growth factor-like 2	20150705	
9606	KCNH7	ERG3|HERG3|Kv11.3	ENSG00000184611	"potassium channel, voltage gated eag related subfamily H, member 7"	KCNH7	"potassium channel, voltage gated eag related subfamily H, member 7"	O	ERG-3|eag-related protein 3|ether-a-go-go-related gene potassium channel 3|ether-a-go-go-related protein 3|potassium channel subunit HERG-3|voltage-gated potassium channel subunit Kv11.3	20150704	
9606	SNN	-	ENSG00000184602	stannin	SNN	stannin	O	AG8_1	20150705	
9606	FAM19A3	TAFA-3|TAFA3	ENSG00000184599	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A3"	FAM19A3	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A3"	O	chemokine-like protein TAFA-3	20150704	
9606	TMEM173	ERIS|MITA|MPYS|NET23|SAVI|STING|hMITA|hSTING	ENSG00000184584	transmembrane protein 173	TMEM173	transmembrane protein 173	O	N-terminal methionine-proline-tyrosine-serine plasma membrane tetraspanner|endoplasmic reticulum IFN stimulator|endoplasmic reticulum interferon stimulator|mitochondrial mediator of IRF3 activation	20150705	
9606	PIWIL3	HIWI3	ENSG00000184571	piwi-like RNA-mediated gene silencing 3	PIWIL3	piwi-like RNA-mediated gene silencing 3	O	piwi-like 3	20150705	
9606	SLITRK6	DFNMYP	ENSG00000184564	"SLIT and NTRK-like family, member 6"	SLITRK6	"SLIT and NTRK-like family, member 6"	O	4832410J21Rik|slit and trk like gene 6	20150704	
9606	SOCS3	ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3	ENSG00000184557	suppressor of cytokine signaling 3	SOCS3	suppressor of cytokine signaling 3	O	STAT-induced STAT inhibitor 3|cytokine-inducible SH2 protein 3	20150705	
9606	CEND1	BM88	ENSG00000184524	cell cycle exit and neuronal differentiation 1	CEND1	cell cycle exit and neuronal differentiation 1	O	BM88 antigen	20150705	
9606	ZFP1	ZNF475	ENSG00000184517	ZFP1 zinc finger protein	ZFP1	ZFP1 zinc finger protein	O	zfp-1|zinc finger protein 475	20150705	
9606	BEX5	NGFRAP1L1	ENSG00000184515	"brain expressed, X-linked 5"	BEX5	"brain expressed, X-linked 5"	O	BEX family member 5|NGFRAP1-like 1|NGFRAP1-like protein 1|brain-expressed X-linked protein 5|nerve growth factor receptor-associated protein 2	20150705	
9606	NUTM1	C15orf55|FAM22H|NUT	ENSG00000184507	"NUT midline carcinoma, family member 1"	NUTM1	"NUT midline carcinoma, family member 1"	O	nuclear protein in testis	20150705	
9606	GAST	GAS	ENSG00000184502	gastrin	GAST	gastrin	O	preprogastrin	20150705	
9606	PROS1	PROS|PS21|PS22|PS23|PS24|PS25|PSA|THPH5|THPH6	ENSG00000184500	protein S (alpha)	PROS1	protein S (alpha)	O	protein Sa|vitamin K-dependent plasma protein S	20150705	
9606	FOXD4L1	FOXD5|bA395L14.1	ENSG00000184492	forkhead box D4-like 1	FOXD4L1	forkhead box D4-like 1	O	FOXD4-like 1|forkhead box D4 like 1	20150704	
9606	FOXO4	AFX|AFX1|MLLT7	ENSG00000184481	forkhead box O4	FOXO4	forkhead box O4	O	"fork head domain transcription factor AFX1|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 7"	20150705	
9606	BPIFC	BPIL2	ENSG00000184459	BPI fold containing family C	BPIFC	BPI fold containing family C	O	BPI-like 2|bactericidal/permeability-increasing protein-like 2	20150704	
9606	NCMAP	C1orf130|MP11	ENSG00000184454	noncompact myelin associated protein	NCMAP	noncompact myelin associated protein	O	myelin protein of 11 kDa	20150704	
9606	KNTC1	ROD	ENSG00000184445	kinetochore associated 1	KNTC1	kinetochore associated 1	O	"Rough Deal homolog, centromere/kinetochore protein"	20150705	
9606	KCND2	KV4.2|RK5	ENSG00000184408	"potassium channel, voltage gated Shal related subfamily D, member 2"	KCND2	"potassium channel, voltage gated Shal related subfamily D, member 2"	O	"potassium voltage-gated channel, Shal-related subfamily, member 2|voltage-gated potassium channel subunit Kv4.2|voltage-sensitive potassium channel"	20150705	
9606	SS18L1	CREST|LP2261	ENSG00000184402	synovial sarcoma translocation gene on chromosome 18-like 1	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	O	SS18-like protein 1|SYT homolog 1	20150705	
9606	PABPC1L2B	RBM32B	ENSG00000184388	"poly(A) binding protein, cytoplasmic 1-like 2B"	PABPC1L2B	"poly(A) binding protein, cytoplasmic 1-like 2B"	O	RNA binding motif protein 32B|RNA-binding motif protein 32|RNA-binding protein 32	20150704	
9606	MAML2	MAM-3|MAM2|MAM3|MLL-MAML2	ENSG00000184384	mastermind-like 2 (Drosophila)	MAML2	mastermind-like 2 (Drosophila)	O	mam-2	20150705	
9606	CSF1	CSF-1|MCSF	ENSG00000184371	colony stimulating factor 1 (macrophage)	CSF1	colony stimulating factor 1 (macrophage)	O	lanimostim	20150705	
9606	PKP3	-	ENSG00000184363	plakophilin 3	PKP3	plakophilin 3	O	plakophilin 3b	20150705	
9606	SPATA32	AEP2|C17orf46|TEX34|VAD1.2	ENSG00000184361	spermatogenesis associated 32	SPATA32	spermatogenesis associated 32	O	CTD-2020K17.4|acrosome expressed 2|testis expressed 34|testis-expressed sequence 34 protein	20150704	
9606	HIST1H1B	H1|H1.5|H1B|H1F5|H1s-3	ENSG00000184357	"histone cluster 1, H1b"	HIST1H1B	"histone cluster 1, H1b"	O	"H1 histone family, member 5|histone 1, H1b|histone H1a|histone H1b|histone H1s-3"	20150705	
9606	MRGPRE	GPR167|MGRF|MRGE	ENSG00000184350	"MAS-related GPR, member E"	MRGPRE	"MAS-related GPR, member E"	O	G protein-coupled receptor 167|G-protein coupled receptor 167|Mas-related G protein-coupled receptor F|mas-related G protein-coupled MRGE	20150704	
9606	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ENSG00000184349	ephrin-A5	EFNA5	ephrin-A5	O	AL-1|LERK-7|eph-related receptor tyrosine kinase ligand 7	20150705	
9606	SLIT3	MEGF5|SLIL2|SLIT1|Slit-3|slit2	ENSG00000184347	slit guidance ligand 3	SLIT3	slit guidance ligand 3	O	multiple EGF-like domains protein 5|multiple epidermal growth factor-like domains protein 5|slit homolog 3	20150705	
9606	IQCF2	-	ENSG00000184345	IQ motif containing F2	IQCF2	IQ motif containing F2	O	-	20150705	
9606	GDF3	KFS3|MCOP7|MCOPCB6	ENSG00000184344	growth differentiation factor 3	GDF3	growth differentiation factor 3	O	GDF-3	20150704	
9606	S100A7A	NICE-2|S100A15|S100A7L1|S100A7f	ENSG00000184330	S100 calcium binding protein A7A	S100A7A	S100 calcium binding protein A7A	O	S100 calcium binding protein A15|S100 calcium binding protein A7-like 1|S100 calcium-binding protein A15|S100 calcium-binding protein A7-like 1|S100 calcium-binding protein A7A	20150704	
9606	ZDHHC23	NIDD	ENSG00000184307	"zinc finger, DHHC-type containing 23"	ZDHHC23	"zinc finger, DHHC-type containing 23"	O	"DHHC-23|probable palmitoyltransferase ZDHHC23|zinc finger DHHC domain-containing protein 23|zinc finger, DHHC domain containing 23"	20150705	
9606	CLECL1	DCAL-1|DCAL1	ENSG00000184293	C-type lectin-like 1	CLECL1	C-type lectin-like 1	O	DC-associated lectin-1|dendritic cell associated lectin 1|dendritic cell-associated lectin 1|dendritic cell-associated lectin-1|type II transmembrane protein DCAL1	20150704	
9606	TACSTD2	EGP-1|EGP1|GA733-1|GA7331|GP50|M1S1|TROP2	ENSG00000184292	tumor-associated calcium signal transducer 2	TACSTD2	tumor-associated calcium signal transducer 2	O	"40kD glycoprotein, identified by monoclonal antibody GA733|cell surface glycoprotein TROP2|cell surface glycoprotein Trop-2|epithelial glycoprotein-1|gastrointestinal tumor-associated antigen GA7331|membrane component chromosome 1 surface marker 1|membrane component, chromosome 1, surface marker 1|pancreatic carcinoma marker protein GA733-1|pancreatic carcinoma marker protein GA7331"	20150705	
9606	TSSC4	-	ENSG00000184281	tumor suppressing subtransferable candidate 4	TSSC4	tumor suppressing subtransferable candidate 4	O	tumor-suppressing STF cDNA 4 protein|tumor-suppressing subchromosomal transferable fragment candidate gene 4 protein	20150705	
9606	DEFB108B	DEFB-8|hBD-8	ENSG00000184276	"defensin, beta 108B"	DEFB108B	"defensin, beta 108B"	O	"beta-defensin 8|defensin, beta 8"	20150704	
9606	HIST2H2AB	H2AB	ENSG00000184270	"histone cluster 2, H2ab"	HIST2H2AB	"histone cluster 2, H2ab"	O	"histone 2, H2ab"	20150705	
9606	HIST2H2AC	H2A|H2A-GL101|H2A/q|H2AFQ	ENSG00000184260	"histone cluster 2, H2ac"	HIST2H2AC	"histone cluster 2, H2ac"	O	"H2A histone family, member Q|histone 2, H2ac|histone H2A-GL101|histone H2A/q|histone IIa"	20150705	
9606	PCDH9	-	ENSG00000184226	protocadherin 9	PCDH9	protocadherin 9	O	cadherin superfamily protein VR4-11	20150705	
9606	GOLGA6L4	-	ENSG00000184206	golgin A6 family-like 4	-	-	-	"golgi autoantigen, golgin subfamily a, 6-like 4"	20150704	
9606	TSPYL2	CDA1|CINAP|CTCL|DENTT|HRIHFB2216|NP79|SE204|TSPX	ENSG00000184205	TSPY-like 2	TSPYL2	TSPY-like 2	O	CASK-interacting nucleosome assembly protein|CTCL tumor antigen se20-4|CTCL-associated antigen se20-4|TSPY-like protein 2|cell division autoantigen 1|cutaneous T-cell lymphoma-associated antigen se20-4|cutaneous T-cell lymphoma-associated tumor antigen se20-4|differentially expressed nucleolar TGF-beta1 target|differentially-expressed nucleolar TGF-beta1 target protein|nuclear protein of 79 kDa|testis-specific protein Y encoded-like 2	20150705	
9606	KCNJ12	IRK-2|IRK2|KCNJN1|Kir2.2|Kir2.2v|hIRK|hIRK1|hkir2.2x|kcnj12x	ENSG00000184185	"potassium channel, inwardly rectifying subfamily J, member 12"	KCNJ12	"potassium channel, inwardly rectifying subfamily J, member 12"	O	"inward rectifier K(+) channel Kir2.2|inward rectifier K(+) channel Kir2.2v|inward rectifier K(+) channel Kir2.6|potassium channel, inwardly rectifying subfamily J member 12|potassium inwardly-rectifying channel, subfamily J, inhibitor 1|potassium inwardly-rectifying channel, subfamily J, member 12"	20150705	
9606	CRELD2	-	ENSG00000184164	cysteine-rich with EGF-like domains 2	CRELD2	cysteine-rich with EGF-like domains 2	O	-	20150705	
9606	FAM132A	C1QDC2|C1QTNF12|CTRP12	ENSG00000184163	"family with sequence similarity 132, member A"	FAM132A	"family with sequence similarity 132, member A"	O	C1q domain containing 2|C1q/TNF-related protein 12|adipose-derived insulin-sensitizing factor|complement C1q tumor necrosis factor-related protein 12|protein FAM132A	20150704	
9606	KCNQ3	BFNC2|EBN2|KV7.3	ENSG00000184156	"potassium channel, voltage gated KQT-like subfamily Q, member 3"	KCNQ3	"potassium channel, voltage gated KQT-like subfamily Q, member 3"	O	"potassium channel subunit alpha KvLQT3|potassium channel, voltage-gated, subfamily Q, member 3|potassium voltage-gated channel, KQT-like subfamily, member 3|voltage-gated potassium channel subunit Kv7.3"	20150705	
9606	SPRR4	-	ENSG00000184148	small proline-rich protein 4	SPRR4	small proline-rich protein 4	O	small proline rich protein 4	20150705	
9606	CNTN2	AXT|FAME5|TAG-1|TAX|TAX1	ENSG00000184144	contactin 2 (axonal)	CNTN2	contactin 2 (axonal)	O	axonal glycoprotein TAG-1|axonin-1 cell adhesion molecule|contactin 2 (transiently expressed)|transient axonal glycoprotein 1|transiently-expressed axonal glycoprotein	20150705	
9606	NIPSNAP1	-	ENSG00000184117	nipsnap homolog 1 (C. elegans)	NIPSNAP1	nipsnap homolog 1 (C. elegans)	O	4-nitrophenylphosphatase domain and non-neuronal SNAP25-like 1	20150705	
9606	CLDN5	AWAL|BEC1|CPETRL1|TMVCF	ENSG00000184113	claudin 5	CLDN5	claudin 5	O	TMDVCF|transmembrane protein deleted in VCFS|transmembrane protein deleted in velocardiofacial syndrome	20150705	
9606	EIF3C	EIF3CL|EIF3S8|eIF3-p110	ENSG00000184110	"eukaryotic translation initiation factor 3, subunit C"	EIF3C	"eukaryotic translation initiation factor 3, subunit C"	O	"cell migration-inducing protein 17|eIF3 p110|eukaryotic translation initiation factor 3 subunit 8|eukaryotic translation initiation factor 3, subunit 8 (110kD)|eukaryotic translation initiation factor 3, subunit 8, 110kDa"	20150705	
9606	TRIML1	RNF209	ENSG00000184108	tripartite motif family-like 1	TRIML1	tripartite motif family-like 1	O	RING finger protein 209|tripartite motif family-like protein 1	20150705	
9606	FAM120C	CXorf17|ORF34	ENSG00000184083	family with sequence similarity 120C	FAM120C	family with sequence similarity 120C	O	tumor antigen BJ-HCC-21	20150705	
9606	ADAP2	CENTA2|HSA272195|cent-b	ENSG00000184060	ArfGAP with dual PH domains 2	ADAP2	ArfGAP with dual PH domains 2	O	"centaurin beta|centaurin, alpha 2|centaurin-alpha 2 protein|centaurin-alpha-2|cnt-a2"	20150705	
9606	TBX1	CAFS|CATCH22|CTHM|DGCR|DGS|DORV|TBX1C|TGA|VCF|VCFS	ENSG00000184058	T-box 1	TBX1	T-box 1	O	T-box 1 transcription factor C|Testis-specific T-box protein|brachyury	20150705	
9606	VPS33B	-	ENSG00000184056	vacuolar protein sorting 33 homolog B (yeast)	VPS33B	vacuolar protein sorting 33 homolog B (yeast)	O	-	20150705	
9606	NPB	L7|PPL7|PPNPB	ENSG00000183979	neuropeptide B	NPB	neuropeptide B	O	prepro-NPB|preproneuropeptide B|preproprotein L7	20150705	
9606	NPW	L8|L8C|PPL8|PPNPW	ENSG00000183971	neuropeptide W	NPW	neuropeptide W	O	hPPL8|prepro-neuropeptide W|preproprotein L8	20150705	
9606	SMTN	-	ENSG00000183963	smoothelin	SMTN	smoothelin	O	-	20150705	
9606	KCNH8	ELK|ELK1|Kv12.1|elk3	ENSG00000183960	"potassium channel, voltage gated eag related subfamily H, member 8"	KCNH8	"potassium channel, voltage gated eag related subfamily H, member 8"	O	"ELK channel 3|ether-a-go-go-like potassium channel 1|ether-a-go-go-like potassium channel 3|hElk1|potassium voltage-gated channel, subfamily H (eag-related), member 8|voltage-gated potassium channel subunit Kv12.1"	20150704	
9606	SCN5A	CDCD2|CMD1E|CMPD2|HB1|HB2|HBBD|HH1|ICCD|IVF|LQT3|Nav1.5|PFHB1|SSS1|VF1	ENSG00000183873	"sodium channel, voltage gated, type V alpha subunit"	SCN5A	"sodium channel, voltage gated, type V alpha subunit"	O	"cardiac tetrodotoxin-insensitive voltage-dependent sodium channel alpha subunit|sodium channel protein cardiac muscle subunit alpha|sodium channel, voltage-gated, type V, alpha subunit|voltage-gated sodium channel subunit alpha Nav1.5"	20150705	
9606	TOB2	TOB4|TOBL|TROB2	ENSG00000183864	"transducer of ERBB2, 2"	TOB2	"transducer of ERBB2, 2"	O	protein Tob4|transducer of erbB-2 2	20150705	
9606	CNGA2	CNCA|CNCA1|CNG2|OCNC1|OCNCALPHA|OCNCa	ENSG00000183862	cyclic nucleotide gated channel alpha 2	CNGA2	cyclic nucleotide gated channel alpha 2	O	CNG channel alpha-2|cyclic-nucleotide-gated cation channel 2	20150704	
9606	KIRREL	NEPH1	ENSG00000183853	kin of IRRE like (Drosophila)	KIRREL	kin of IRRE like (Drosophila)	O	kin of irregular chiasm-like protein 1|nephrin related|nephrin-like protein 1	20150705	
9606	ZNF730	-	ENSG00000183850	zinc finger protein 730	ZNF730	zinc finger protein 730	O	-	20150704	
9606	PNMA3	MA3|MA5	ENSG00000183837	paraneoplastic Ma antigen 3	PNMA3	paraneoplastic Ma antigen 3	O	paraneoplastic cancer-testis-brain antigen	20150705	
9606	NUDT14	UGPP|UGPPase	ENSG00000183828	nudix (nucleoside diphosphate linked moiety X)-type motif 14	NUDT14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	O	UDP-sugar diphosphatase|UDPG pyrophosphatase	20150705	
9606	LIN9	BARA|BARPsv|Lin-9|TGS|TGS1|TGS2	ENSG00000183814	lin-9 DREAM MuvB core complex component	LIN9	lin-9 DREAM MuvB core complex component	O	TUDOR gene similar protein|beta subunit-associated regulator of apoptosis|lin-9 homolog|pRB-associated protein|rb related pathway actor|type I interferon receptor beta chain-associated protein	20150705	
9606	FAM162B	C6orf189|bA86F4.2	ENSG00000183807	"family with sequence similarity 162, member B"	FAM162B	"family with sequence similarity 162, member B"	O	-	20150704	
9606	OLFML1	UNQ564	ENSG00000183801	olfactomedin-like 1	OLFML1	olfactomedin-like 1	O	MVAL564	20150704	
9606	EMILIN3	C20orf130|EMILIN5|dJ620E11.4	ENSG00000183798	elastin microfibril interfacer 3	EMILIN3	elastin microfibril interfacer 3	O	EMILIN-5|elastin microfibril interface-located protein 3|elastin microfibril interface-located protein 5|elastin microfibril interfacer 5	20150705	
9606	BPY2B	VCY2B	ENSG00000183795	"basic charge, Y-linked, 2B"	BPY2B	"basic charge, Y-linked, 2B"	O	"basic charge, Y-linked 2|basic protein on Y chromosome 2|variable charge, Y-linked, 2|variably charged protein Y 2"	20150704	
9606	NPIPA5	NPIP	ENSG00000183793	"nuclear pore complex interacting protein family, member A5"	NPIPA5	"nuclear pore complex interacting protein family, member A5"	O	-	20150704	
9606	TUBA8	TUBAL2	ENSG00000183785	"tubulin, alpha 8"	TUBA8	"tubulin, alpha 8"	O	tubulin alpha chain-like 2	20150705	
9606	SLC35F3	-	ENSG00000183780	"solute carrier family 35, member F3"	SLC35F3	"solute carrier family 35, member F3"	O	-	20150704	
9606	ZNF703	NLZ1|ZEPPO1|ZNF503L|ZPO1	ENSG00000183779	zinc finger protein 703	ZNF703	zinc finger protein 703	O	zinc finger elbow-related proline domain protein 1	20150705	
9606	AIFM3	AIFL	ENSG00000183773	"apoptosis-inducing factor, mitochondrion-associated, 3"	AIFM3	"apoptosis-inducing factor, mitochondrion-associated, 3"	O	apoptosis-inducing factor like	20150705	
9606	FOXL2	BPES|BPES1|PFRK|PINTO|POF3	ENSG00000183770	forkhead box L2	FOXL2	forkhead box L2	O	forkhead transcription factor FOXL2	20150705	
9606	TRAIP	RNF206|TRIP	ENSG00000183763	TRAF interacting protein	TRAIP	TRAF interacting protein	O	TRAF-interacting protein|ring finger protein 206	20150705	
9606	BPY2	BPY2A|VCY2|VCY2A	ENSG00000183753	"basic charge, Y-linked, 2"	BPY2	"basic charge, Y-linked, 2"	O	"basic protein on Y chromosome 2|testis-specific basic protein on Y, 2|variable charge, Y-linked, 2|variably charged protein Y 2"	20150705	
9606	TBL3	SAZD|UTP13	ENSG00000183751	transducin (beta)-like 3	TBL3	transducin (beta)-like 3	O	WD repeat-containing protein SAZD|WD-repeat protein SAZD	20150705	
9606	CBX6	-	ENSG00000183741	chromobox homolog 6	CBX6	chromobox homolog 6	O	-	20150705	
9606	TMEM50A	IFNRC|SMP1	ENSG00000183726	transmembrane protein 50A	TMEM50A	transmembrane protein 50A	O	cervical cancer oncogene 9|small membrane protein 1	20150705	
9606	LHFP	-	ENSG00000183722	lipoma HMGIC fusion partner	LHFP	lipoma HMGIC fusion partner	O	-	20150704	
9606	IFNL2	IL-28A|IL28A	ENSG00000183709	"interferon, lambda 2"	IFNL2	"interferon, lambda 2"	O	"IFN-lambda-2|cytokine Zcyto20|interferon lambda 2|interferon-lambda 2|interleukin 28A (interferon, lambda 2)|interleukin-28A"	20150704	
9606	MRGPRX2	MGRG3|MRGX2	ENSG00000183695	"MAS-related GPR, member X2"	MRGPRX2	"MAS-related GPR, member X2"	O	G protein-coupled receptor MRGX2|Mas-related G protein-coupled receptor G3	20150704	
9606	NOG	SYM1|SYNS1	ENSG00000183691	noggin	NOG	noggin	O	symphalangism 1 (proximal)	20150705	
9606	FAM101B	CFM1	ENSG00000183688	"family with sequence similarity 101, member B"	FAM101B	"family with sequence similarity 101, member B"	O	protein FAM101B|refilinB|regulator of filamin protein B	20150705	
9606	PSG9	PS34|PSBG-11|PSBG-9|PSG11|PSGII	ENSG00000183668	pregnancy specific beta-1-glycoprotein 9	PSG9	pregnancy specific beta-1-glycoprotein 9	O	PS-beta-B|PS-beta-G-11|PS-beta-G-9|pregnancy specific beta-1-glycoprotein 11|pregnancy-specific beta-1 glycoprotein B	20150705	
9606	FAM19A1	TAFA-1|TAFA1	ENSG00000183662	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A1"	FAM19A1	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A1"	O	chemokine-like protein TAFA-1	20150705	
9606	KLHL25	ENC-2|ENC2	ENSG00000183655	kelch-like family member 25	KLHL25	kelch-like family member 25	O	BTB/POZ KELCH domain protein|ectoderm-neural cortex protein 2|ectodermal-neural cortex 2|kelch-like 25	20150705	
9606	42074	MARCH-XI	ENSG00000183654	membrane-associated ring finger (C3HC4) 11	42074	membrane-associated ring finger (C3HC4) 11	O	membrane-associated RING finger protein 11|membrane-associated RING-CH protein XI	20150704	
9606	ZNF530	-	ENSG00000183647	zinc finger protein 530	ZNF530	zinc finger protein 530	O	-	20150704	
9606	RP1L1	DCDC4B	ENSG00000183638	retinitis pigmentosa 1-like 1	RP1L1	retinitis pigmentosa 1-like 1	O	-	20150704	
9606	TP53TG3	P53TG3|TP53TG3A	ENSG00000183632	TP53 target 3	TP53TG3	TP53 target 3	O	TP53-inducible gene 3 protein|p53 target gene 3	20150705	
9606	PRR32	CXorf64	ENSG00000183631	proline rich 32	PRR32	proline rich 32	O	-	20150704	
9606	GOLGA8G	-	ENSG00000183629	"golgin A8 family, member G"	GOLGA8G	"golgin A8 family, member G"	O	"golgi autoantigen, golgin subfamily a, 8G"	20150705	
9606	ZNF438	bA330O11.1	ENSG00000183621	zinc finger protein 438	ZNF438	zinc finger protein 438	O	-	20150704	
9606	FAM167B	C1orf90	ENSG00000183615	"family with sequence similarity 167, member B"	FAM167B	"family with sequence similarity 167, member B"	O	-	20150704	
9606	GKN2	BRICD1B|GDDR|PRO813|TFIZ1|VLTI465	ENSG00000183607	gastrokine 2	GKN2	gastrokine 2	O	BRICHOS domain containing 1B|blottin|down regulated in gastric cancer GDDR|down-regulated in gastric cancer GDDR|trefoil factor interactions(z) 1	20150704	
9606	SFXN4	BCRM1|COXPD18	ENSG00000183605	sideroflexin 4	SFXN4	sideroflexin 4	O	breast cancer resistance marker 1	20150705	
9606	HIST2H3D	-	ENSG00000183598	"histone cluster 2, H3d"	HIST2H3D	"histone cluster 2, H3d"	O	"histone 2, H3d"	20150705	
9606	TANGO2	C22orf25	ENSG00000183597	transport and golgi organization 2 homolog	TANGO2	transport and golgi organization 2 homolog	O	-	20150705	
9606	ZNRF3	BK747E2.3|RNF203	ENSG00000183579	zinc and ring finger 3	ZNRF3	zinc and ring finger 3	O	CTA-292E10.6|RING finger protein 203|novel C3HC4 type Zinc finger (ring finger)|zinc/RING finger protein 3	20150705	
9606	TNFAIP8L3	TIPE3	ENSG00000183578	"tumor necrosis factor, alpha-induced protein 8-like 3"	TNFAIP8L3	"tumor necrosis factor, alpha-induced protein 8-like 3"	O	TNF alpha-induced protein 8-like protein 3|TNFAIP8-like protein 3	20150702	
9606	PCBP3	ALPHA-CP3	ENSG00000183570	poly(rC) binding protein 3	PCBP3	poly(rC) binding protein 3	O	-	20150705	
9606	BPIFA4P	BASE	ENSG00000183566	"BPI fold containing family A, member 4, pseudogene"	BPIFA4P	"BPI fold containing family A, member 4, pseudogene"	O	PLUNC family pseudogene|breast cancer and salivary gland expression|gene expressed only in the salivary gland and breast cancers	20150504	
9606	PRR14L	C22orf30	ENSG00000183530	proline rich 14-like	PRR14L	proline rich 14-like	O	proline rich 14-like protein	20150705	
9606	PSMG1	C21LRP|DSCR2|LRPC21|PAC-1|PAC1	ENSG00000183527	"proteasome (prosome, macropain) assembly chaperone 1"	PSMG1	"proteasome (prosome, macropain) assembly chaperone 1"	O	Down syndrome critical region gene 2|Down syndrome critical region protein 2|chromosome 21 leucine-rich protein|leucine rich protein C21-LRP|proteasome assembling chaperone 1	20150705	
9606	UTP11L	CGI-94|CGI94	ENSG00000183520	"UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)"	UTP11L	"UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)"	O	U3 snoRNA-associated protein 11|UTP11-like protein	20150705	
9606	FAM46C	-	ENSG00000183508	"family with sequence similarity 46, member C"	FAM46C	"family with sequence similarity 46, member C"	O	-	20150705	
9606	MEX3B	MEX-3B|RKHD3|RNF195	ENSG00000183496	mex-3 RNA binding family member B	MEX3B	mex-3 RNA binding family member B	O	RING finger protein 195|ring finger and KH domain containing 3	20150705	
9606	GTF2H2C	GTF2H2C_2	ENSG00000183474	GTF2H2 family member C	GTF2H2C	GTF2H2 family member C	O	"general transcription factor IIH polypeptide 2-like protein|general transcription factor IIH, polypeptide 2C"	20150704	
9606	TRIM61	RNF35	ENSG00000183439	tripartite motif containing 61	TRIM61	tripartite motif containing 61	O	ring finger protein 35|tripartite motif-containing 61	20150704	
